dataset,seed,strategy,cache_hit_rate,false_hit,counterexample_detected,runtime_overhead_ms
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,23,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,23,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,27,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,27,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,1,1,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,1,1,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,29,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,29,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,31,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,31,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,1,1,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,37,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,37,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,42,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,42,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,43,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,43,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,43,raw_text_hash,0.25,1,1,23.0
shortest_path_v1,43,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,43,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,43,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,43,raw_text_hash,0.75,0,0,13.0
shortest_path_v1,43,raw_text_hash,0.25,0,0,23.0
shortest_path_v1,43,raw_text_hash,0.25,0,0,23.0
